product_id_from,product_id_to,frequency
880be32f4db1d9f6e2bec38fb6ac23ab,d41dc2f2979f52d75d78714b378d4068,2
d41dc2f2979f52d75d78714b378d4068,880be32f4db1d9f6e2bec38fb6ac23ab,2
1f9799a175f50c9fa725984775cac5c5,13944d17b257432717fd260e69853140,2
13944d17b257432717fd260e69853140,1f9799a175f50c9fa725984775cac5c5,2
18692fdc7adb29c885d8cb84eb68a97e,84bc1370758fa98d08afd0180818217a,2
84bc1370758fa98d08afd0180818217a,18692fdc7adb29c885d8cb84eb68a97e,2
078e8db43688ea060cf754e7bd2b92e7,96d1c06692244e2fed6e1f9aa9552770,2
96d1c06692244e2fed6e1f9aa9552770,078e8db43688ea060cf754e7bd2b92e7,2
a8eed0daf7e2db5e074d2d4f65046946,a8f6fefd2f6ad22952337438aa1bfce5,2
a8f6fefd2f6ad22952337438aa1bfce5,a8eed0daf7e2db5e074d2d4f65046946,2
f4f67ccaece962d013a4e1d7dc3a61f7,4fcb3d9a5f4871e8362dfedbdb02b064,6
4fcb3d9a5f4871e8362dfedbdb02b064,f4f67ccaece962d013a4e1d7dc3a61f7,6
f6cdf7aae7f5fb3d67142d5f385ae785,eeea79ffac4403df6e6a7d9522a0ac89,2
eeea79ffac4403df6e6a7d9522a0ac89,f6cdf7aae7f5fb3d67142d5f385ae785,2
93dd9d8291fad4757cf910f1a80eb0ac,1aa2ed670a95e9f475723707a7c3f386,2
1aa2ed670a95e9f475723707a7c3f386,93dd9d8291fad4757cf910f1a80eb0ac,2
306599a052830af3cfebe42ee7a79dde,4b96786612ebe7463132fce2c4dca136,2
4b96786612ebe7463132fce2c4dca136,306599a052830af3cfebe42ee7a79dde,2
08574b074924071f4e201e151b152b4e,98a8c2fa16d7239c606640f5555768e4,2
98a8c2fa16d7239c606640f5555768e4,08574b074924071f4e201e151b152b4e,2
8b51c6ccc9c0548c951214e1cd1547ff,5bd7e57735a44e529bf066fee83a9c60,2
5bd7e57735a44e529bf066fee83a9c60,8b51c6ccc9c0548c951214e1cd1547ff,2
8b51c6ccc9c0548c951214e1cd1547ff,af680b3406a3179e4a4c2051c5384cfd,2
af680b3406a3179e4a4c2051c5384cfd,8b51c6ccc9c0548c951214e1cd1547ff,2
8b51c6ccc9c0548c951214e1cd1547ff,f35013cb05a9538a4428fa6161b2c96b,2
f35013cb05a9538a4428fa6161b2c96b,8b51c6ccc9c0548c951214e1cd1547ff,2
5bd7e57735a44e529bf066fee83a9c60,af680b3406a3179e4a4c2051c5384cfd,2
af680b3406a3179e4a4c2051c5384cfd,5bd7e57735a44e529bf066fee83a9c60,2
5bd7e57735a44e529bf066fee83a9c60,f35013cb05a9538a4428fa6161b2c96b,2
f35013cb05a9538a4428fa6161b2c96b,5bd7e57735a44e529bf066fee83a9c60,2
af680b3406a3179e4a4c2051c5384cfd,f35013cb05a9538a4428fa6161b2c96b,2
f35013cb05a9538a4428fa6161b2c96b,af680b3406a3179e4a4c2051c5384cfd,2
781afe929e3016a667f5f439afd55fce,1c8c80454d9a8829112d5be9fe885fab,2
1c8c80454d9a8829112d5be9fe885fab,781afe929e3016a667f5f439afd55fce,2
0152f69b6cf919bcdaf117aa8c43e5a2,cce679660c66e6fbd5c8091dfd29e9cd,2
cce679660c66e6fbd5c8091dfd29e9cd,0152f69b6cf919bcdaf117aa8c43e5a2,2
67fcc72a4cfd0ac826c0158ce5c98ae6,197f7d1d3a8b0bf0c8f0394ff71b574b,2
197f7d1d3a8b0bf0c8f0394ff71b574b,67fcc72a4cfd0ac826c0158ce5c98ae6,2
df2d06c915846282d43217da4911c122,6baa004ae73ded1fcdf0e1f153bddf20,2
6baa004ae73ded1fcdf0e1f153bddf20,df2d06c915846282d43217da4911c122,2
88c20c5a22f2ca169af8cfc2df00a7a2,3625fbaf8284047185fb0351f2f84ae3,2
3625fbaf8284047185fb0351f2f84ae3,88c20c5a22f2ca169af8cfc2df00a7a2,2
88c20c5a22f2ca169af8cfc2df00a7a2,2174a02a3c42e648e408c9b3505c54d3,2
2174a02a3c42e648e408c9b3505c54d3,88c20c5a22f2ca169af8cfc2df00a7a2,2
3625fbaf8284047185fb0351f2f84ae3,2174a02a3c42e648e408c9b3505c54d3,2
2174a02a3c42e648e408c9b3505c54d3,3625fbaf8284047185fb0351f2f84ae3,2
cd3ec6ebbc74e6070297d45ca9dd62e9,671ac7a60d975bd4ca2d7f7c77070210,2
671ac7a60d975bd4ca2d7f7c77070210,cd3ec6ebbc74e6070297d45ca9dd62e9,2
2187a2f05e362364c24d44feaeb40243,1ac09f60f3c3bc2021c637ef23fa3248,2
1ac09f60f3c3bc2021c637ef23fa3248,2187a2f05e362364c24d44feaeb40243,2
2187a2f05e362364c24d44feaeb40243,ead6d52e3dc075669af5d7a1958b0f07,2
ead6d52e3dc075669af5d7a1958b0f07,2187a2f05e362364c24d44feaeb40243,2
1ac09f60f3c3bc2021c637ef23fa3248,ead6d52e3dc075669af5d7a1958b0f07,2
ead6d52e3dc075669af5d7a1958b0f07,1ac09f60f3c3bc2021c637ef23fa3248,2
b9311d581f5f341576a5a2892168355c,e56f102e763165e7e32d0f9955f8ee4a,2
e56f102e763165e7e32d0f9955f8ee4a,b9311d581f5f341576a5a2892168355c,2
e8726dba146280f6ac62eddbf22d71b0,ff7263dfb3cfff5421ada48c3899c313,2
ff7263dfb3cfff5421ada48c3899c313,e8726dba146280f6ac62eddbf22d71b0,2
d54a7e69c3102b38b13952aeae0bc8f3,7e441b33f896ba519d58063f4c714bef,2
7e441b33f896ba519d58063f4c714bef,d54a7e69c3102b38b13952aeae0bc8f3,2
d54a7e69c3102b38b13952aeae0bc8f3,b6f9abef16fdfec89e4f3675f6627dca,2
b6f9abef16fdfec89e4f3675f6627dca,d54a7e69c3102b38b13952aeae0bc8f3,2
d54a7e69c3102b38b13952aeae0bc8f3,1f1354b0aa934e7ad75546467a6d028b,2
1f1354b0aa934e7ad75546467a6d028b,d54a7e69c3102b38b13952aeae0bc8f3,2
d54a7e69c3102b38b13952aeae0bc8f3,0e92dcf7b03df1de4e9349af065f8e63,2
0e92dcf7b03df1de4e9349af065f8e63,d54a7e69c3102b38b13952aeae0bc8f3,2
d54a7e69c3102b38b13952aeae0bc8f3,67f9d01bcd84e2229ba6f8a75b635b40,2
67f9d01bcd84e2229ba6f8a75b635b40,d54a7e69c3102b38b13952aeae0bc8f3,2
7e441b33f896ba519d58063f4c714bef,b6f9abef16fdfec89e4f3675f6627dca,2
b6f9abef16fdfec89e4f3675f6627dca,7e441b33f896ba519d58063f4c714bef,2
7e441b33f896ba519d58063f4c714bef,1f1354b0aa934e7ad75546467a6d028b,2
1f1354b0aa934e7ad75546467a6d028b,7e441b33f896ba519d58063f4c714bef,2
7e441b33f896ba519d58063f4c714bef,0e92dcf7b03df1de4e9349af065f8e63,2
0e92dcf7b03df1de4e9349af065f8e63,7e441b33f896ba519d58063f4c714bef,2
7e441b33f896ba519d58063f4c714bef,67f9d01bcd84e2229ba6f8a75b635b40,2
67f9d01bcd84e2229ba6f8a75b635b40,7e441b33f896ba519d58063f4c714bef,2
b6f9abef16fdfec89e4f3675f6627dca,1f1354b0aa934e7ad75546467a6d028b,2
1f1354b0aa934e7ad75546467a6d028b,b6f9abef16fdfec89e4f3675f6627dca,2
b6f9abef16fdfec89e4f3675f6627dca,0e92dcf7b03df1de4e9349af065f8e63,2
0e92dcf7b03df1de4e9349af065f8e63,b6f9abef16fdfec89e4f3675f6627dca,2
b6f9abef16fdfec89e4f3675f6627dca,67f9d01bcd84e2229ba6f8a75b635b40,2
67f9d01bcd84e2229ba6f8a75b635b40,b6f9abef16fdfec89e4f3675f6627dca,2
1f1354b0aa934e7ad75546467a6d028b,0e92dcf7b03df1de4e9349af065f8e63,2
0e92dcf7b03df1de4e9349af065f8e63,1f1354b0aa934e7ad75546467a6d028b,2
1f1354b0aa934e7ad75546467a6d028b,67f9d01bcd84e2229ba6f8a75b635b40,2
67f9d01bcd84e2229ba6f8a75b635b40,1f1354b0aa934e7ad75546467a6d028b,2
0e92dcf7b03df1de4e9349af065f8e63,67f9d01bcd84e2229ba6f8a75b635b40,2
67f9d01bcd84e2229ba6f8a75b635b40,0e92dcf7b03df1de4e9349af065f8e63,2
188d0b148e6d1c86faffe0d73c3f2dad,a0b7d5a992ccda646f2d34e418fff5a0,2
a0b7d5a992ccda646f2d34e418fff5a0,188d0b148e6d1c86faffe0d73c3f2dad,2
18796df281656da4036dd926561a6030,5f94420195fe54db4e88348ee7a0f2f2,2
5f94420195fe54db4e88348ee7a0f2f2,18796df281656da4036dd926561a6030,2
a79c0d179a6de79b23a81b64b3980c04,5bf57bdef224b9486b45ebba37ec6191,2
5bf57bdef224b9486b45ebba37ec6191,a79c0d179a6de79b23a81b64b3980c04,2
82cff05560eae73466f8778690b037fa,91472a5abca63bed91ade04c71c203ce,2
91472a5abca63bed91ade04c71c203ce,82cff05560eae73466f8778690b037fa,2
82cff05560eae73466f8778690b037fa,d9e7d13814ea50f9ae1f612ef6b3a1f1,2
d9e7d13814ea50f9ae1f612ef6b3a1f1,82cff05560eae73466f8778690b037fa,2
91472a5abca63bed91ade04c71c203ce,d9e7d13814ea50f9ae1f612ef6b3a1f1,2
d9e7d13814ea50f9ae1f612ef6b3a1f1,91472a5abca63bed91ade04c71c203ce,2
0a23fd10720c5ffc6c7f5e66b0b26ae2,99a4788cb24856965c36a24e339b6058,2
99a4788cb24856965c36a24e339b6058,0a23fd10720c5ffc6c7f5e66b0b26ae2,2
946344697156947d846d27fe0d503033,ad0a798e7941f3a5a2fb8139cb62ad78,4
ad0a798e7941f3a5a2fb8139cb62ad78,946344697156947d846d27fe0d503033,4
7f2b84e06353dbec6da66923271c98aa,6edaba24cba3dd6d13058f286c80915e,2
6edaba24cba3dd6d13058f286c80915e,7f2b84e06353dbec6da66923271c98aa,2
d2b0f9cd5e31ed47dbf92b157c0cda96,1b7b45fba5ad23e8117914f8b36e6772,2
1b7b45fba5ad23e8117914f8b36e6772,d2b0f9cd5e31ed47dbf92b157c0cda96,2
21ee06f7fd37a6fe4841865339411674,61509eaebb2d4bd1a7511b1a75703f8c,2
61509eaebb2d4bd1a7511b1a75703f8c,21ee06f7fd37a6fe4841865339411674,2
281a67fd770c975ee1a7c842468fb3b5,ef66e63137bdd1b2e44aa968646fc1e3,2
ef66e63137bdd1b2e44aa968646fc1e3,281a67fd770c975ee1a7c842468fb3b5,2
cd2ea14a901da3b47b33516f3ca6929e,806dadaa58bab7f4f6c0e7c1f334975e,2
806dadaa58bab7f4f6c0e7c1f334975e,cd2ea14a901da3b47b33516f3ca6929e,2
1d9faf066ad6f04ab65cdca8a7cdccec,252dc23ff7e1241d046a1c2c5041ffb5,2
252dc23ff7e1241d046a1c2c5041ffb5,1d9faf066ad6f04ab65cdca8a7cdccec,2
b0c8da302d49498d2ce6be8c631e4e20,385a33a408e9c35c9fbc2025c12f3784,2
385a33a408e9c35c9fbc2025c12f3784,b0c8da302d49498d2ce6be8c631e4e20,2
02a0c276d5a252215b48269dea73a6e7,2527d5ced6628c0e47d84293794bc208,2
2527d5ced6628c0e47d84293794bc208,02a0c276d5a252215b48269dea73a6e7,2
5b2b72f58d212a6e4733884ef0ece564,c686d4fd1e845efd1b98db8220f0af3b,2
c686d4fd1e845efd1b98db8220f0af3b,5b2b72f58d212a6e4733884ef0ece564,2
3f14d740544f37ece8a9e7bc8349797e,720ebc8cf4ff92f142d18b2cc3615ec3,2
720ebc8cf4ff92f142d18b2cc3615ec3,3f14d740544f37ece8a9e7bc8349797e,2
3f14d740544f37ece8a9e7bc8349797e,8e42c31b4ca1afbb6bbe17efdd666cf5,2
8e42c31b4ca1afbb6bbe17efdd666cf5,3f14d740544f37ece8a9e7bc8349797e,2
720ebc8cf4ff92f142d18b2cc3615ec3,8e42c31b4ca1afbb6bbe17efdd666cf5,2
8e42c31b4ca1afbb6bbe17efdd666cf5,720ebc8cf4ff92f142d18b2cc3615ec3,2
a511bdae1b7671858cdc3398cd601ab1,e3f7b3cbb0ccf1f1e361e6974b22e346,2
e3f7b3cbb0ccf1f1e361e6974b22e346,a511bdae1b7671858cdc3398cd601ab1,2
3f37f32e535d54ae9b3c1cf62aa76c43,b3e40ff639c185b9d726b4b19c17e6cd,2
b3e40ff639c185b9d726b4b19c17e6cd,3f37f32e535d54ae9b3c1cf62aa76c43,2
d2f5484cbffe4ca766301b21ab9246dd,3ab4b1931a4bb6cbef302ea76254e850,2
3ab4b1931a4bb6cbef302ea76254e850,d2f5484cbffe4ca766301b21ab9246dd,2
33edceeb3ecaca6ed4cdaf8085a21b3d,f4c3e41f8c0ac64d1be09e1b92327ac0,2
f4c3e41f8c0ac64d1be09e1b92327ac0,33edceeb3ecaca6ed4cdaf8085a21b3d,2
d1b8f5983d9573c8e523b8c56a59497d,8681c71d24e694aaa4c582760736dd00,2
8681c71d24e694aaa4c582760736dd00,d1b8f5983d9573c8e523b8c56a59497d,2
a9c07eb189dfb45ac5652b6a82f7b008,9b37a918bcf2c8e1064e867cf1df4637,2
9b37a918bcf2c8e1064e867cf1df4637,a9c07eb189dfb45ac5652b6a82f7b008,2
99a4788cb24856965c36a24e339b6058,3ab181ea2f9cc4be74bad27ef8a03492,2
3ab181ea2f9cc4be74bad27ef8a03492,99a4788cb24856965c36a24e339b6058,2
8378dd5a08699f8c95ea6f6c147d4e83,609c35bf8122d5ab8186ed7a6bfcd843,2
609c35bf8122d5ab8186ed7a6bfcd843,8378dd5a08699f8c95ea6f6c147d4e83,2
ff2c1ec09b1bb340e84f0d6b21cc7dbb,b0c89945c034268074f5f80b362bda34,2
b0c89945c034268074f5f80b362bda34,ff2c1ec09b1bb340e84f0d6b21cc7dbb,2
2ff995aead9c63a1f37a07b3664ead37,53a72a0b6feec4a5cb40c5c79374b471,2
53a72a0b6feec4a5cb40c5c79374b471,2ff995aead9c63a1f37a07b3664ead37,2
656e0eca68dcecf6a31b8ececfabe3e8,e59dd207c69d86e890febadc796d1078,2
e59dd207c69d86e890febadc796d1078,656e0eca68dcecf6a31b8ececfabe3e8,2
b1f32fc9713cf8c0813fff7c9c8262b2,c4f892b889113bc53371317bd975a168,2
c4f892b889113bc53371317bd975a168,b1f32fc9713cf8c0813fff7c9c8262b2,2
06ad93d66e91d09df5ce746906d9658b,db1e6fed56643b852af3132d255d9ddc,2
db1e6fed56643b852af3132d255d9ddc,06ad93d66e91d09df5ce746906d9658b,2
36f60d45225e60c7da4558b070ce4b60,e53e557d5a159f5aa2c5e995dfdf244b,6
e53e557d5a159f5aa2c5e995dfdf244b,36f60d45225e60c7da4558b070ce4b60,6
1fc6e1729d564ec77eeeb9df95fca74f,473ecd4c15ecda05e4044ef14f1f4c2e,2
473ecd4c15ecda05e4044ef14f1f4c2e,1fc6e1729d564ec77eeeb9df95fca74f,2
b09790edda54333116f9cf1decc580a1,422b4786464320e3645a7e018ba60d8e,2
422b4786464320e3645a7e018ba60d8e,b09790edda54333116f9cf1decc580a1,2
b09790edda54333116f9cf1decc580a1,2647221a6a477afe2d0268b378f1fdcd,2
2647221a6a477afe2d0268b378f1fdcd,b09790edda54333116f9cf1decc580a1,2
422b4786464320e3645a7e018ba60d8e,2647221a6a477afe2d0268b378f1fdcd,2
2647221a6a477afe2d0268b378f1fdcd,422b4786464320e3645a7e018ba60d8e,2
4d0ec1e9b95fb62f9a1fbe21808bf3b1,cad2db5e318d7283a234c517b2f28a42,2
cad2db5e318d7283a234c517b2f28a42,4d0ec1e9b95fb62f9a1fbe21808bf3b1,2
d8fc369e0b2d17b856119ff03276f198,8b27cbcf8e5472830ab6ec2bd7a6b867,2
8b27cbcf8e5472830ab6ec2bd7a6b867,d8fc369e0b2d17b856119ff03276f198,2
517dd1c1cda3892f83d386dcf9a4e9b7,b6e47cacea0b2e89b721529d6d8683e7,2
b6e47cacea0b2e89b721529d6d8683e7,517dd1c1cda3892f83d386dcf9a4e9b7,2
389d119b48cf3043d311335e499d9c6b,0bcc3eeca39e1064258aa1e932269894,2
0bcc3eeca39e1064258aa1e932269894,389d119b48cf3043d311335e499d9c6b,2
389d119b48cf3043d311335e499d9c6b,774e21c631ca26cba7b5606bdca7460f,2
774e21c631ca26cba7b5606bdca7460f,389d119b48cf3043d311335e499d9c6b,2
0bcc3eeca39e1064258aa1e932269894,774e21c631ca26cba7b5606bdca7460f,2
774e21c631ca26cba7b5606bdca7460f,0bcc3eeca39e1064258aa1e932269894,2
4910917f05092f331bf3a477f791cc01,e8c6039a25765995ac7c1ec2cbef5765,2
e8c6039a25765995ac7c1ec2cbef5765,4910917f05092f331bf3a477f791cc01,2
438b5ad4eda7949fae4a4b834a69bcd6,b66270a5d5b3a8585f8314b2f14420fb,2
b66270a5d5b3a8585f8314b2f14420fb,438b5ad4eda7949fae4a4b834a69bcd6,2
ca165220cdeb3367ea870193baf4a7cd,4ba237d0c64f22e4d22ec19af9cfd1f4,2
4ba237d0c64f22e4d22ec19af9cfd1f4,ca165220cdeb3367ea870193baf4a7cd,2
35afc973633aaeb6b877ff57b2793310,99a4788cb24856965c36a24e339b6058,4
99a4788cb24856965c36a24e339b6058,35afc973633aaeb6b877ff57b2793310,4
1ba4e3fe92f16fd5a8942f7b7d804b52,e11092e9722d1b6f8c18cd8947a1daff,2
e11092e9722d1b6f8c18cd8947a1daff,1ba4e3fe92f16fd5a8942f7b7d804b52,2
1ba4e3fe92f16fd5a8942f7b7d804b52,b6ada73818651fe7e64be10653062ea2,2
b6ada73818651fe7e64be10653062ea2,1ba4e3fe92f16fd5a8942f7b7d804b52,2
1ba4e3fe92f16fd5a8942f7b7d804b52,bf44071ef18f5c9ded039681c68b1996,2
bf44071ef18f5c9ded039681c68b1996,1ba4e3fe92f16fd5a8942f7b7d804b52,2
e11092e9722d1b6f8c18cd8947a1daff,b6ada73818651fe7e64be10653062ea2,2
b6ada73818651fe7e64be10653062ea2,e11092e9722d1b6f8c18cd8947a1daff,2
e11092e9722d1b6f8c18cd8947a1daff,bf44071ef18f5c9ded039681c68b1996,2
bf44071ef18f5c9ded039681c68b1996,e11092e9722d1b6f8c18cd8947a1daff,2
b6ada73818651fe7e64be10653062ea2,bf44071ef18f5c9ded039681c68b1996,2
bf44071ef18f5c9ded039681c68b1996,b6ada73818651fe7e64be10653062ea2,2
4d0ec1e9b95fb62f9a1fbe21808bf3b1,2e281b1a8143fa9ed84694fe44d66b3d,2
2e281b1a8143fa9ed84694fe44d66b3d,4d0ec1e9b95fb62f9a1fbe21808bf3b1,2
fc1d8637c0268af3db482c14b7ef8e75,51ce083cd2b9078656a94655ab45b8a4,2
51ce083cd2b9078656a94655ab45b8a4,fc1d8637c0268af3db482c14b7ef8e75,2
8d2acb5eb701be18bccec69a070fd23d,1dc7685f4fdb9622d84ae2ec658d5bbf,2
1dc7685f4fdb9622d84ae2ec658d5bbf,8d2acb5eb701be18bccec69a070fd23d,2
01ff1ff8aa5dec93e9938b989393a4ca,faa36d27544b2b05c79f3d8c801d5dbd,2
faa36d27544b2b05c79f3d8c801d5dbd,01ff1ff8aa5dec93e9938b989393a4ca,2
c708ba7c6269161f89ce0683cdd7c432,2f317a0a64c7ddcf9677e60016354d0c,2
2f317a0a64c7ddcf9677e60016354d0c,c708ba7c6269161f89ce0683cdd7c432,2
3a8b4f569449a1671e0d172023030113,09d16c9d49e1616a733d22e77507d91d,2
09d16c9d49e1616a733d22e77507d91d,3a8b4f569449a1671e0d172023030113,2
42697582a754e573f9e3e9e78752252c,0aa186c65b07e61f5ac114182ab92a2b,2
0aa186c65b07e61f5ac114182ab92a2b,42697582a754e573f9e3e9e78752252c,2
d1c427060a0f73f6b889a5c7c61f2ac4,2b939dc9b176d7fa21594d588815d4a4,2
2b939dc9b176d7fa21594d588815d4a4,d1c427060a0f73f6b889a5c7c61f2ac4,2
d3e2c403fa58493ea2d48ec1fd356ca5,2bd11da9314c88bf55df5a07251442e4,2
2bd11da9314c88bf55df5a07251442e4,d3e2c403fa58493ea2d48ec1fd356ca5,2
d3e2c403fa58493ea2d48ec1fd356ca5,e745ef0b16caf129dfc0f4979c347619,2
e745ef0b16caf129dfc0f4979c347619,d3e2c403fa58493ea2d48ec1fd356ca5,2
2bd11da9314c88bf55df5a07251442e4,e745ef0b16caf129dfc0f4979c347619,2
e745ef0b16caf129dfc0f4979c347619,2bd11da9314c88bf55df5a07251442e4,2
96f8ecb5e5705b3b726d7e3022622575,368c6c730842d78016ad823897a372db,2
368c6c730842d78016ad823897a372db,96f8ecb5e5705b3b726d7e3022622575,2
06a7a571bc9fbb103a9c2eb90f89432c,3e7ec3672e5549ba74cf635752bfc70b,2
3e7ec3672e5549ba74cf635752bfc70b,06a7a571bc9fbb103a9c2eb90f89432c,2
c3cdb28ed53f4ec5d9afe32753961641,14081f2d6a3ce46cfa9d852c9b1b92ba,2
14081f2d6a3ce46cfa9d852c9b1b92ba,c3cdb28ed53f4ec5d9afe32753961641,2
5dae498eff2d80057f56122235a36aff,90887320b08d184abea26df9426a01e9,2
90887320b08d184abea26df9426a01e9,5dae498eff2d80057f56122235a36aff,2
c6bf8cc852eee5c4ab264e792a9c23a1,d980d3018343b03db51c3076eadd6f83,2
d980d3018343b03db51c3076eadd6f83,c6bf8cc852eee5c4ab264e792a9c23a1,2
648b8a8c89e77c27e1e894e857667f6c,c80525a7dab2df6000ca88a2e7197323,2
c80525a7dab2df6000ca88a2e7197323,648b8a8c89e77c27e1e894e857667f6c,2
173c4cd072bd13160331cc0f5b3ce0c2,70b1659e9e180610c8a5fd5753c85b80,2
70b1659e9e180610c8a5fd5753c85b80,173c4cd072bd13160331cc0f5b3ce0c2,2
b5661cf46c147805adc83695fb04f487,a0498bf8b8ff0c35a6b8c736a71526ab,2
a0498bf8b8ff0c35a6b8c736a71526ab,b5661cf46c147805adc83695fb04f487,2
b5661cf46c147805adc83695fb04f487,1c27515baa5bece76d41e2353efcdd8e,2
1c27515baa5bece76d41e2353efcdd8e,b5661cf46c147805adc83695fb04f487,2
a0498bf8b8ff0c35a6b8c736a71526ab,1c27515baa5bece76d41e2353efcdd8e,2
1c27515baa5bece76d41e2353efcdd8e,a0498bf8b8ff0c35a6b8c736a71526ab,2
82c56b8583385afa6570d84dfe063a0a,de3e45cf635ff24cd354d19687becb43,2
de3e45cf635ff24cd354d19687becb43,82c56b8583385afa6570d84dfe063a0a,2
3f14d740544f37ece8a9e7bc8349797e,f293514e0176006f3af40d473cf24a1e,2
f293514e0176006f3af40d473cf24a1e,3f14d740544f37ece8a9e7bc8349797e,2
0bcc3eeca39e1064258aa1e932269894,368c6c730842d78016ad823897a372db,2
368c6c730842d78016ad823897a372db,0bcc3eeca39e1064258aa1e932269894,2
6d2fde7d12bb6ff367dbda120ba8828e,fb29f48bfea41db52e349454f433340e,2
fb29f48bfea41db52e349454f433340e,6d2fde7d12bb6ff367dbda120ba8828e,2
604f77463358e12a3154c65cf2c5d3d5,81fe540cb0119e1d4ef5f191701b3cb9,2
81fe540cb0119e1d4ef5f191701b3cb9,604f77463358e12a3154c65cf2c5d3d5,2
ddb9028236525b8ab493fc24f99e8d1a,81b6c7c058add831803fcbba6dcc1df2,2
81b6c7c058add831803fcbba6dcc1df2,ddb9028236525b8ab493fc24f99e8d1a,2
ddb9028236525b8ab493fc24f99e8d1a,7d9f42ecf65ca91f7e28483c5008dc4b,2
7d9f42ecf65ca91f7e28483c5008dc4b,ddb9028236525b8ab493fc24f99e8d1a,2
81b6c7c058add831803fcbba6dcc1df2,7d9f42ecf65ca91f7e28483c5008dc4b,2
7d9f42ecf65ca91f7e28483c5008dc4b,81b6c7c058add831803fcbba6dcc1df2,2
c47d256557f7fa30144ecea5722eebc2,8c81ff84f8301d0db2fbfde90da0f5a5,2
8c81ff84f8301d0db2fbfde90da0f5a5,c47d256557f7fa30144ecea5722eebc2,2
